0, 0.896473, 116.741737, 229.255417, 197.058990, 463.517517
0, 0.871444, 325.257416, 236.257721, 417.384430, 552.347534
0, 0.862207, 408.678802, 292.630127, 524.103027, 557.684326
0, 0.833109, 265.088074, 175.195770, 356.723633, 491.723694
0, 0.816455, 506.517151, 272.714966, 638.472351, 553.232544
0, 0.788651, 436.248596, 189.079651, 498.001160, 305.166656
38, 0.734795, 48.234169, 383.922333, 93.433784, 474.309998
0, 0.681376, 42.373005, 267.754730, 111.721634, 473.473236
0, 0.616116, 406.497498, 198.421738, 441.256104, 250.374298
0, 0.599368, 351.544037, 201.085464, 402.329681, 285.569946
